ID,Title,Category,Link,Preview Icon,Pages,PDF Link,Description,Keywords,Accession Number,Publisher,ISBN,Condition,Author,Language,Year,Script,Custodian,Digitization Sponsor
3079,The Jang Namah (1764-65),Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3079&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-001174_200.jpg,300,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003079.pdf,"This summary given in English of the original Persian account of the 7th inversion of Ahmad Shah Abdali on Punjab is a literal translation and paraphrase of ""Jang Nama"" &amp; important portions relating to the Sikhs. It is an eye-witness account of the invasion. Despite its derogatory and abusive language (called dictionary of abuses) about the Sikhs, it brings out the indomitable courage and purity of character of Sikh warriors. It is a tribute to the Sikhs and their unique character though apparently masked by a surficial condemnation. It is an authentic historical source of 18th century slice of Sikh history. The translated Summary in English from Persian makes a unique contribution in widening its readership across the globe. Irascible praise of Sikh warriorship by an enemy rabidly communal in outlook and being an eye-witness account buds credibility and authenticity Sikh moral and martial character. Translated summary is and epitome of this primary source of Sikh history.","Ahmed Shah Abdali,  Qazi,  Nasir Khan,  Baba Gurbaksh Singh,  Maharaja Ale Singh,  Bhangis,  Kalat,  Gunjaba,  Deras,  Multan,  Khalsa,  Baba Ala Singh,  Jehad,  Ghazis,  Lahore",BK-001174,THE SIKH HISTORY RESEARCH DEPTT,,Good,Ganda Singh,English,1939,Roman,"Kirpal Singh, Dr.",
3086,Calender Of Persian Correspondence (1759-1767),Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3086&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-001173_200.jpg,546,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003086.pdf,"This volume contains a calendar of English translated version of the correspondence which took place between the East India Company and Indian rulers of several small and big Indian states during (1759-1767). This correspondence is in the form of Firmans, Sanads, Treaties, Newspaper Clippings, letters and abstracts. Translation has been made workable and readable by using commonly used English spellings, phrases and nearest equivalents of original Persian words. It is a monumental work of translation which preserves the valuable correspondence in Persian which was otherwise perishing due to the ravages of time and climate. It is very valuable reference collection of Indian history for researchers and scholars. It speaks volumes for the knowledge and command of both of Persian and English of the translators. It is a date wise calendar and catalogue of important documents.","Maulvis,  Munshis,  Marhattas,  Bengal,  Oudh,  Raja Ram Narayan,  Nawab Mir Jafar,  Mohd. Qulikhan,  Ray Dulah,  Sirajudaulah,  Arcot,  Calcutta,  Raja Tilok Chand",BK-001173,Imperial Record Department,,Good,Unknown,English,1911,Roman,"Kirpal Singh, Dr.",
3096,Nadir Shah,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3096&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-001171_200.jpg,333,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003096.pdf,"The volume contains a critical evaluation of the achievements, conquests, and character of Nadir Shah, one of the greatest Persian rulers in 17th-18th century. Besides being a great conqueror and ruler of a great empire, he was a good administrator, generous donor, patron of arts and literature and religiously liberal towards the Christian missionaries. The volume is based on a critical study of the contemporary sources of history in Persian and other languages. It is a scholarly work of immense labour and presents a realistic, balanced portrayal of Nadir Shah and clears a few misconceptions about him to some extent. The prose diction is elegant, literary in stance. Each conclusion is supported by references given as footnotes. It is a reliable source as reference material for scholars and researchers.","Chingiz Khan,  Timur Lang,  Nadir Shah,  Safari Dynasty,  Shah Abbasi,  Abdali,  Ghazanis,  Qandahar,  Kabul,  Turkey,  Shivan,  Russia",BK-001171,Al Irfan Historical Reprints,,Good,L. Lockhart,English,1976,Roman,"Kirpal Singh, Dr.",
3102,Arth Ate Ankara Sangathan,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3102&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-001167_200.jpg,636,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003102.pdf,"This directory of statistics gives detailed information about every village of District Patiala of Punjab. Based on 1971 census, it gives vital information about population, major occupations, irrigation facilities, road and communication connectivity, caste profile, educational and health facilities etc. of the residents of each village. These statistics provide important inputs for further planning and development and allocation of state funds. The statistics are based on extensive survey of each village. These figures also point to the economic status of Punjab and social fabric of its population. It is a single volume source of information for administrators and social organizations. The village names are given in the alphabetical order.","Fatehgarh Sahib,  Nabha,  Rajpura,  Samana,  Derabassi Ghanaur,  Bassi Pathana,  Sullar",BK-001167,Punjab Government,,Good,Unknown,Panjabi,1979,Gurmukhi,"Kirpal Singh, Dr.",
3122,Shamsher Khalsa,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3122&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-001159_200.jpg,418,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003122.pdf,"This volume written in Punjabi prose records the history of the Sikhs in the post Sikh Guru period beginning with birth of Banda Bahadur up to the end of Mughal rule and Misl rule in Punjab and Maharaja Ranjit Singh's career. The volume records majority of the battles, conquests and martyrdoms of Sikh wars. It is one of the primary sources of Sikh history. The prose is fluent, racy and precise in description. It is a reliable reference material for scholars and researchers. It gives a kaleidoscopic view of the period of the most period of Sikh history 18th century.","Banda Bahadur,  Majhails,  Wazir Khan,  Baba Ala Singh,  Jaspat Rai,  Bhai Mani Singh,  Nadir Shah,  Ahmad Shah Abdali,  Jassa Singh,  Sirhind,  Ghuram,  Kasur,  Lahore",BK-001159,"Vzir Hind Press, Amritsar",,Good,Gyani Gyan Singh,Panjabi,1923,Gurmukhi,,
3131,The Nirankari Sikhs,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3131&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-001157_200.jpg,124,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003131.pdf,"This book written by a Christian missionary scholar sums up the origin, evolution, and present status of the Nirankari Sikhs in the Indian and Sikh society. Acknowledging its contribution to Sikh religion in the form of several religions reforms before 1947, it raises doubts about its present status and existence after the split in this organization in the post partition period. It apprehends that mission has no chances of becoming a movement as it was in its earlier years. There is every possibility of getting itself reduced to a cult, unless it makes fundamental changes in its present practices. The whole narration is fairly objective and based on facts.","Baba Dyal,  Baba Darbara Singh,  Sahib Ratta ji,  Sant Nirankari,  Partition,  Sahajdharis,  Human Guru,  Sikh history",BK-001157,THE MACMILLAN COMPANY OF INDIA LIMITED,33390-317-x,Good,John C.B. Webster,English,1979,Roman,,
3134,Sailani Desh Bhagat,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3134&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-001156_200.jpg,248,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003134.pdf,"This travelogue-cum-memoir narrates the life-long experiences of Punjabi youth who immigrated to America and later on got involved in the struggle for Independence of India and kept travelling from America to India and to several other Asian countries. He narrates his varied experiences about Kama Gata Maru ship's journey, and Second World War. The account is written in vernacular, rustic Punjabi idiom and keeps the reader engaged throughout. It also reveals the death and destruction caused by war, life in Asiatic tropical jungles, plight of Indian labour in America and Asia. Thus besides being a biography, it is also a chronicle of his times, though somewhat sketchy.","America,  Khalsa College,  Kama Gata Maru,  Japan,  Hong Kong,  Siam,  Burma,  Rangoon,  Babu Karam Singh",BK-001156,Lahore Book Shop,,Good,Kamla Akali,Panjabi,,Gurmukhi,,
3137,Vishesh Gurmat Lekh,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3137&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-001155_200.jpg,170,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003137.pdf,"This collection of five articles is on various aspects of Sikh philosophy and practice collectively known as ""Gurmat"". It is an excellent exposition of Japji ""Moolmantra"", concept of Guru, Nirban Kirtan, creation of the Khalsa and Sikhism and Socialism. The author's exposition of these concepts is based on profound scholarship of Gurbani, practice of Sikh way of life and deep philosophical insights. His prose is fluent, in simple, chaste Punjabi and communicative. Clarity of thought and expression, intimate conversational stance and absence of sermonizing are other hallmarks of his prose. It touches the innermost chords of the reader's heart and mind.","Moolmantar,  Mangal,  Onkar,  Guru,  Khalsa,  Kirtan",BK-001155,Guru Nanak Parkashan,,Good,"Harbhajan Singh, Principal",Panjabi,1994,Gurmukhi,,Anonymous - ਹਮ ਰੁਲਤੇ ਫਿਰਤੇ ਕੋਈ ਬਾਤ ਨ ਪੂਛਤਾ
3149,Pothi Gur Bilas Ki,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3149&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-001146_200.jpg,770,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003149.pdf,"This handwritten ancient manuscript contains more than two hundred episodes (Sakhis) mainly about Guru Gobind Singh. The manuscript in Punjabi in Gurmukhi script is written black ink contains a table of contents containing page number, episode number followed by the title of the episode. The quality of the ink used seems to be quite superior. The style of writing being ancient, it is a bit difficult for the reader to separate words from the whole sentence and decipher their meaning. However, it is readable with due concentration and gradually the reader becomes familiar with the style. The title and back page are beautifully decorated with floral motifs. While the title page has a painting of Guru Gobind Singh astride his horse and year of composition the back page contains author's name in between a small verse dedicated to the tenth Sikh Guru. It is a fine specimen of manuscript writing.","Kabul ke Masand,  Bhinchand Raja,  Krishna Avtar,  Fateh Shah,  Bhai Bachitar Singh,  Joga Singh,  Main Singh,  Dharam Singh,  Aurangzeb,  Dalla Singh,  Nand Lal",BK-001146,,,Good,Unknown,Panjabi,1882,Gurmukhi,Gurvinder Singh,
3153,"Political, Territorial and Administrative Changes in the Punjab",Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3153&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000701_200.jpg,84,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003153.pdf,"Punjab the Land of Five Rivers, has an ancient history which goes back to 3000 B.C. Being strategically located between the rivers Indus and the Jamuna and bounded by the Himalayan mountains towards North, it has been ruled over by several Indian and foreign rulers during its checkered history. It has also seen various territorial, political and administrative changes under a variety of rulers. The long line of its rulers include Alexander, Seleucus, Mauryan kings, Buddhist emperor Kanishka, Rajputs, Mahmud of Ghazani, Shehabudin Gori, the Lodhi Sultans, Durannis, the Mughals, the Sikh ruler Maharaja Ranjit Singh, the British and finally the Indian government. This treatise contains the major contours of Punjab from earliest times up to 1803, Punjab under the British, and Punjab just before the Indian partition period. It gives a broad survey about the total history of Punjab to the readers and researchers of Punjab history","Alexander,  Seleucus,  Chandergupta Maurya,  Ashoka,  Kanishka,  Mohd. Gori,  Sultanate,  Captain Wade,  Ranjit Singh,  Kohat,  Bannu,  Amritsar,  Multan",BK-000701,,,Good,V. S. Suri,English,1966,Roman,"Kirpal Singh, Dr.",
3155,Suchi Patar Pustukon Ka (1935),Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3155&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-001145_200.jpg,160,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003155.pdf,"This volume contains a list of books on diverse topics such as Sikh warriors, Sikh saints, Sikh shrines, Sri Darbar Sahib, Ayurvedic medicine, Sikh newspapers, Journals, books on moral values etc. The catalogue is in the alphabetical order. It is a good guide for making access to these books.","Akali Phoola Singh,  Harimandir,  Chief Khalsa Dewan,  Khalsa Samachar,  Punjabi Akhbaran da Ithas,  Banda Bahadur,  Kasida Parbodh",BK-001145,"Shivdev Singh B.A,L.L.B",,Good,Horace Hayman Wilson,Panjabi,1935,Gurmukhi,Gurvinder Singh,
3156,Records of SGPC (1946-47) Vol 2,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3156&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000702_200.jpg,104,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003156.pdf,"Partition of India, especially of Punjab following India's independence in 1947 was a very traumatic experience. This volume of SGPC records the some details of transfer of population from West to East and East to West Punjab and the amount of destruction and death of property and population following the partition of Punjab in 1947. It gives a district wise transfer of Punjab/Sikh farmers from Pakistan Punjab to Indian Punjab. More than these details, it records the loss of Sikh life, rapes, arson and suffering of the Sikhs at the hands of Muslim Army personnel. These records reveal heart-rending tales of mass scale murder and destruction of the Sikhs and their property both in West and East Punjab. These records are based on the several government notification and personal information given by the affected people. It reveals the frenzy of communal madness at its height","Lahore,  Kasur,  Sialkot,  Gujaranwala,  Sheikhupura,  Rawalpindi,  Montgommery,  Dyalpur,  Bahawalpur,  Dera Gazikhan,  Amritsar,  Hissar,  Fatehabad,  Sirsa,  Gurdaspur,  Patiala,  Karnal,  Ferozepur,  Ludhiana,  Hoshiarpur,  Bathinda,  Master Basant Singh,  Giani Nand Singh,  Grudwara Bari Sangat,  Calcutta",BK-000702,,,Good,,Panjabi,,Gurmukhi,"Kirpal Singh, Dr.",
3158,Partition Branch Records Vol 2,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3158&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000704_200.jpg,229,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003158.pdf,"Communal riots, loot, arson on a large scale followed the partition of Punjab and India's independence during 1947. The riots took place between the Hindus/Sikhs and Muslims in both West and East Punjab. These papers reveal the extent communal riots on day to day basis beginning with 5.10.1947 to 9.12.1947 in several parts of Punjab. These papers are based on the press notes of two governments. Besides these, this collection contains official letters written by several district level officials to the higher authorities regarding the abduction of helpless women and their recovery by the government officials. These records reveal the chaotic conditions, mass migration of people, and violence which accompanied these communal riots","Sheikhupura,  Sargodha,  Mianwali,  Jhang,  Lyalpur,  Bazigars,  Abducted women,  District liaison officers,  West Punjab,  Muslims,  Mukerian,  Jullundur,  East Punjab,  Kashmiri women",BK-000704,,,Good,,English,,Roman,"Kirpal Singh, Dr.",
3159,Partition Branch Records Vol 1,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3159&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000705_200.jpg,111,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003159.pdf,"Partition of India following India's independence in August 1947 proved most disastrous for the people of Punjab. There was a mass transfer of population from West Punjab to East Punjab and vice versa on the basis of religion. While Muslims were ordered to migrate to West Punjab, Hindus and Sikhs migrated to East Punjab. But this mass migration was accompanied by large scale communal riots, acts of arson, loot, plunder, molestation and abduction of women on both sides. This volume contains official reports of various government officials at the various tehsil and district headquarters as well as reports of citizens about the communal situation and the resultant loss of life and property. These reports provide a glimpse into the extent and magnitude of communal strife in 1947. There is a sustained pattern of violence on reciprocal basis","Shujabad,  Multan,  Sulemanki Head,  Montgomary,  Mushtaq Ahmad,  Nabha,  Jind,  Patiala state,  Sahnewal,  Jhajjar,  Gohana,  Meham,  Sirsa,  District Liaison officer,  Dera Baba Nanak,  Sialkot,  Commissioner Jullundur Division,  Wazirabad Lahore,  Kangra district",BK-000705,,,Good,,English,1947,Roman,"Kirpal Singh, Dr.",
3160,Hindu Sangthan,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3160&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000718_200.jpg,274,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003160.pdf,"Arya Samaj was a sort of religious renaissance in Hinduism started by Swami Dayanand in the mid nineteenth century. It was an anti-Semantics Hindu movement which believed in and propagated the Vedas and Vedic philosophy. It was a religious Hindu reformist movement. This English translated version contains the historical background of Hinduism, it decadence and revival and expounding of Vedic philosophy by a committed Arya Samajist, Bhai Parmanand. The quality of translation is quite good, communicative and easy to understand and read","Nationalism,  Hindu Shastras,  Gita,  Aryas,  Vedic times,  Rishi Vishwamitra,  Hindu Revival,  Ashramas,  Akbar,  Maharana Partap,  Aurangzeb,  Guru Gobind Singh,  Bir Bairagi,  Swami Dayanand,  Calcutta,  Gayatri,  Arya Samaj,  Dharma",BK-000718,The Central Hindu Yuvak Sabha,,Good,Bhai Paramanada MLA,English,1936,Roman,Institute Of Sikh Studies,
3162,Sikh Reht Maryada,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3162&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000719_200.jpg,56,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003162.pdf,"Every organized religion has devised a code of conduct for its followers to be followed in their daily life. It includes the name of the presiding deity, its way of worship, prayer, dress, eating habits, its symbols, and dress, its place of worship and observance of religious ceremonies. The Sikh code of conduct and conversions was also codified and implemented in 1925 after collective deliberations and declaration and acceptance by the Sikhs. It governs and directs all aspects of Sikh life and gives their religion a distinct identity. This English translated version of the main code of conduct serves the needs of all those Sikh who are not well-versed in Punjab language. The translation is quite accurate, faithful to the original text and conveys the main postulates of this religious code. Its contribution to Sikh society is significant","Definition of Sikh,  Sikh living,  Meditating on Nam,  Gurdwara,  Gurbani,  Kirtan,  Taking Hukam,  Guru Granth Sahib,  Sadharan Path,  Akhand Path,  Karah Parshad,  Beliefs,  Taboos,  Ceremonies,  Naming of child,  Anand Sanskar,  Funeral ceremonies,  Invitiations,  Gurmatta,  Imposing Chastisement (Tankhah)",BK-000719,Shiromani Gurdwara Parbandhak Committee,,Good,,English,2004,Roman,"G.S. Lamba, Jalandhar",Anonymous - ਹਮ ਰੁਲਤੇ ਫਿਰਤੇ ਕੋਈ ਬਾਤ ਨ ਪੂਛਤਾ
3163,Sikh Reht Maryada,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3163&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000720_200.jpg,56,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003163.pdf,"Every organized religion has devised a code of conduct for its followers to be followed in their daily life. It includes the name of the presiding deity, its way of worship, prayer, dress, eating habits, its symbols, and dress, its place of worship and observance of religious ceremonies. The Sikh code of conduct and conversions was also codified and implemented in 1925 after collective deliberations and declaration and acceptance by the Sikhs. It governs and directs all aspects of Sikh life and gives their religion a distinct identity. This English translated version of the main code of conduct serves the needs of all those Sikh who are not well-versed in Punjab language. The translation is quite accurate, faithful to the original text and conveys the main postulates of this religious code. Its contribution to Sikh society is significant","Definition of Sikh,  Sikh living,  Meditating on Nam,  Gurdwara,  Gurbani,  Kirtan,  Taking Hukam,  Guru Granth Sahib,  Sadharan Path,  Akhand Path,  Karah Parshad,  Beliefs,  Taboos,  Ceremonies,  Naming of child,  Anand Sanskar,  Funeral ceremonies,  Invitiations,  Gurmatta,  Imposing Chastisement (Tankhah)",BK-000720,Shiromani Gurdwara Parbandhak Committee,,Good,Unknown,English,1994,Roman,"G.S. Lamba, Jalandhar",Anonymous - ਹਮ ਰੁਲਤੇ ਫਿਰਤੇ ਕੋਈ ਬਾਤ ਨ ਪੂਛਤਾ
3164,A Memoir of Central India Vol.1(1823),Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3164&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-001136_200.jpg,604,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003164.pdf,"This is a detailed account of the central provinces of India as these existed during the 19th Century British Colonial rule in India. The account written by a serving British military general Incharge of this region describes the topography, climate, prominent Indian princely rulers of different provinces, the state of law and order and their governance. It is informative and gives a glimpse into the feudal system of governance and their ultimate subjection by the Britishers colonial rule.","Maratha Invasion,  Malwa,  Puass of Dhar and Dewas,  Sindia,  Holkar,  Amar Khan,  Nawabs of Bhopal,  Pindasies,  Rajput Princes,  State of Central India",BK-001136,Unknown,,Good,"John Malcolm, Sir",English,1823,Roman,Institute Of Sikh Studies,
3165,Jesus Christ His Life and Times,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3165&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000721_200.jpg,398,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003165.pdf,"Christianity, perhaps is the foremost among the major religious of the world. Its founder was Jesus Christ. His life and teachings have given birth to a distinct civilization which has influenced the lives of the millions of people of the world. This book is a collection of articles on life, teachings, times and legacy of Jesus Christ. The major thrust of these articles in the vindication of the prophet-hood and spiritual glory of Christ as well as propagation of Christianity and its comparative supremacy over other world religious. The presentation suffers from the taint of a propagandist literature","Jesus,  Nazareth,  Palestine,  Moses,  Israchites,  Divine Saviour,  Gospels,  Crucifixion,  Galilean peasant,  Genesis iii,  The old testament,  Judah,  Bethlehem,  Jerusalem,  Hebrew,  New testament,  Paul,  Luke,  Apostle John",BK-000721,Christian Literature Society for India,,Good,Unknown,English,1927,Roman,"G.S. Lamba, Jalandhar",Anonymous - ਹਮ ਰੁਲਤੇ ਫਿਰਤੇ ਕੋਈ ਬਾਤ ਨ ਪੂਛਤਾ
3166,Sikh Reht Maryada,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3166&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000722_200.jpg,36,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003166.pdf,"Every organized religion has devised a code of conduct for its followers to be followed in their daily life. It includes the name of the presiding deity, its way of worship, prayer, dress, eating habits, its symbols, and dress, its place of worship and observance of religious ceremonies. The Sikh code of conduct and conversions was also codified and implemented in 1925 after collective deliberations and declaration and acceptance by the Sikhs. It governs and directs all aspects of Sikh life and gives their religion a distinct identity. This English translated version of the main code of conduct serves the needs of all those Sikh who are not well-versed in Punjab language. The translation is quite accurate, faithful to the original text and conveys the main postulates of this religious code. Its contribution to Sikh society is significant","Definition of Sikh,  Sikh living,  Meditating on Nam,  Gurdwara,  Gurbani,  Kirtan,  Taking Hukam,  Guru Granth Sahib,  Sadharan Path,  Akhand Path,  Karah Parshad,  Beliefs,  Taboos,  Ceremonies,  Naming of child,  Anand Sanskar,  Funeral ceremonies,  Invitiations,  Gurmatta,  Imposing Chastisement (Tankhah)",BK-000722,"Dharam Parchar Committe ,Chandigarh",,Good,Unknown,Panjabi,2005,Gurmukhi,"G.S. Lamba, Jalandhar",Anonymous - ਹਮ ਰੁਲਤੇ ਫਿਰਤੇ ਕੋਈ ਬਾਤ ਨ ਪੂਛਤਾ
3167,Singh Sabha Da Modhi-Jiwan Birtant Giani Dit Singh Ji,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3167&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000723_200.jpg,168,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003167.pdf,"While greatness is thrust upon some people, some individuals become great and legends because of their hard work, commitment and dedication to their ideals. Such personages end up as founders of great institutions. One such eminent personage among the Sikhs was Giani Dit Singh (1853-1901). Born in an extremely poor, so called scheduled class family, Giani Dit Singh not only became a great scholar of Sikhism and one of the founders of Singh Sabha, but also an excellent Theologian and debater, editor and author of several books on Sikhism. He was one of the leading social reformers and a Sikh activist against onslaughts of Arya Samaj and Christianity. The book narrates minute details about his birth, childhood, education, his scholarship, debating skill and visionary outlook. The information is factual, accurate and objective","Maharaja Ranjit Singh,  Anandpur Kalor,  Gulab Dasi,  Sant Desa Singh,  Arya Samaj,  Singh Sabha,  Swami Daya Nand,  Khalsa Akhbar,  Prof. Gurmukh Singh,  Kanwar Bikram Singh,  Khalsa Collage,  Lahore,  Amritsar,  Khalsa Biradari",BK-000723,Daljeet Singh B.A.,,Good,Daljeet Singh,Panjabi,1951,Gurmukhi,Institute Of Sikh Studies,
3168,Punjab Homeland of the Sikhs,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3168&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000727_200.jpg,104,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003168.pdf,"The author of this book, an advocate of the Punjab High Court at Lahore in 1945, states the poignant situation for the Sikhs which has been created by the persistent demand for a separate state for Muslims in the Northwest of India by the Muslim League before India's independence. This demand, if accepted, was likely to have serious repercussions for the Sikhs and the homeland of Punjab. As a result, a memorandum signed by the prominent Sikh leaders as well as heads of leading Sikh organizations and compiled by the author was presented to the Sapru Conciliation Committee constituted to assess the news of major communities. The predominant Sikh view was that the Sikhs were opposed to the partition of the partition of the country and creation of a separate country for the Muslims. The Sikhs stood for an individual secular India where the rights of all the religious minorities were safeguarded. They were opposed to the partition of Punjab territory which has been the homeland of the Sikhs since the birth of Sikh religion. The contents of the book reflect the dilemma of the Sikhs being sandwiched between the two major communities opposed to each other","Punjab,  Phulkian states,  Patiala,  Standard Punjab,  Peasants Martial races of India,  Indian Army,  Gurdwara Reform Movement,  Amritsar,  Sheikhupura,  Pakistan,  Muslim League,  Master Tara Singh,  Giani Kartar Singh",BK-000727,Unknown,,Good,Harnam Singh,English,1945,Roman,"Kirpal Singh, Dr.",
3169,Memoirs of India,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3169&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000728_200.jpg,526,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003169.pdf,"Ancient India has been under the constant gaze of various western and Middle East states and their rulers because of its natural resources and wealth. Various invaders entered India with mercenary motives and exploited and robbed it of wealth. This book written by a British army officer who served in India for a long time is in the form of his noting and memoirs. It is meant to serve as a guide book for the young British army officers and civil administrators coming to serve in India. It traces the history of India from the most ancient ages since 1823. It narrates the geographical features, history, the East India Companies of several western companies' trade, conquest of India by the British, Administration of Marquis of Wellesly and Hastings, people of India and their socio-religious allegiance it is a valuable guide for scholars of India's history as well. The book is based on minute personal observation, critical analysis and documentary evidence without any personal bias","Hindoostan,  Deccan,  Ganges,  Ghats,  Indo-Persians,  Hindoos,  Moslems,  Indus,  Ghizni,  Mahomed Gori,  Baber,  Ibrahim Lodi,  Seikh,  Ceylon,  Lahore,  Vishnu,  Mahadeva,  Juggernaut,  Oude,  Brahmans,  Jains,  East India Companies,  Mr. Hastings,  Scindia,  Peshwa",BK-000728,Unknown,,Good,R. G. Wallace,English,1924,Roman,Institute Of Sikh Studies,
3170,Kanya Daan Te Hoor Lekh,Books,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=3170&page=1&CategoryID=1&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/BK-000725_200.jpg,160,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0003170.pdf,"Prof. Puran Singh (1881-1931) is known as a gifted, talented, versatile writer, poet and prose writer of English, Punjabi, Hindi and Sanskrit. His writings are spontaneous, emotional, and captivating. His diction is loaded with mystical imagery which can be experienced rather than understood. This book contains some biographical details as well as a few prose writings of Prof. Puran Singh. In these six prose essays, the writer expresses his views about true bravery, true love, chastity and purity of character, dignity of labour and his praise of a mystical American poet Walt Whitman. His views are original rather than scholarly and his style as in conventional the readers feel as if they are under a spell while going through his writings","Kumbh Karan,  Mansur,  Shams Tabrez,  Mohammad,  Romeo and Juliet,  Mariam,  Walt Whitman",BK-000725,Punjabi University Patiala,,Good,"Puran Singh, Prof.",Panjabi,1968,Gurmukhi,Institute Of Sikh Studies,
